customer_id,total_spent,avg_spent,max_txn,txn_count,active_days,feature_adoption,service_diversity,unique_merchants,recency_days,failed_txn_rate,txn_freq_per_month,txn_freq_std,txn_time_spread,high_value_txn_ratio,spend_to_load_ratio,spend_trend,has_failed_txn,has_high_value_txn
CUST_00001,0.1343644393286188,-6.889324910415242e-05,0.02744228879159239,-0.012272487788908812,-0.012227744245769917,-1.2975560118867902,-0.16732387436653795,-0.0011021969533431331,-0.23289144839719977,-0.15457905875656666,-0.8009358327146178,-0.8793294164977389,-0.36232278033360726,-0.2980641666845873,-0.1088356144009241,-0.08538302148319309,-0.17269315671053823,-0.338430894176881
CUST_00002,1.0730549672310254,1.0343554417500251,1.404287581656294,0.44144457935123455,0.44152194427729824,0.6977322890431336,1.7442624904527861,0.45562066558821923,-1.9764629826665534,-0.15457905875656666,1.4915021796390038,0.9521551879638382,-0.06834592636390885,2.0927705960484118,-0.9255420263169283,1.7510732531776623,-0.17269315671053823,2.954812983111849
CUST_00003,-1.296159573601739,-0.4000394096731155,-1.2679806845094928,-1.373423689209339,-1.3734768098149743,-1.2975560118867902,-1.1231170567762,-1.3712707845780303,0.3587151059005255,-0.15457905875656666,-0.8009358327146178,-0.8793294164977389,-2.22370214146807,-0.2980641666845873,-0.9255420263169283,0.020015973024750174,-0.17269315671053823,-0.338430894176881
CUST_00004,0.785392969594736,1.8917222314323916,1.3286821879508115,-0.9197066220691955,-0.9197271212919061,-0.6324599115768155,-0.16732387436653795,-0.9145479220364678,0.45632293555186026,9.050050781812402,-0.8009358327146178,-0.8793294164977389,0.41741237991856206,4.483605358781411,1.0944655660232463,-2.1104393209084753,5.790617410950235,2.954812983111849
CUST_00005,0.34207404129614777,0.714360612854772,0.5124085501656712,-0.4659895549290522,-0.4659774327688381,-0.6324599115768155,-1.1231170567762,-0.4578250594949055,1.0602378911765455,-0.15457905875656666,3.364560418626238,3.606873336196201,-0.03154181944598213,-0.2980641666845873,-0.3033114288312651,0.31701526253163725,-0.17269315671053823,-0.338430894176881
CUST_00006,-1.7828785454184457,-1.1105915032828575,-1.6000682270931996,-1.373423689209339,-1.3734768098149743,-1.2975560118867902,-1.1231170567762,-1.3712707845780303,1.2482357368392978,-0.15457905875656666,-0.8009358327146178,-0.8793294164977389,-2.22370214146807,-0.2980641666845873,-0.9255420263169283,0.18343962217469992,-0.17269315671053823,-0.338430894176881
CUST_00007,1.0840888144573373,3.075021319429996,2.075863294288315,-1.373423689209339,-1.3734768098149743,-1.2975560118867902,-1.1231170567762,-1.3712707845780303,-1.31535672795273,-0.15457905875656666,-0.8009358327146178,-0.8793294164977389,-1.1027251055110614,6.874440121514411,-0.9255420263169283,-9.85600264705019,-0.17269315671053823,2.954812983111849
CUST_00008,-0.48345523956173986,-1.237921125275844,-1.2467737088612543,0.44144457935123455,0.44152194427729824,-0.6324599115768155,0.7884693080431241,0.45562066558821923,0.5999309623661686,-0.15457905875656666,1.4915021796390038,0.9521551879638382,-1.159942148969253,-0.2980641666845873,-0.31954490019522813,0.22858783214759418,-0.17269315671053823,-0.338430894176881
CUST_00009,-0.629874885208264,-0.1744722290953843,-0.38510405051238306,-0.9197066220691955,-0.9197271212919061,-0.6324599115768155,-0.16732387436653795,-0.9145479220364678,-0.8140819598203178,-0.15457905875656666,-0.8009358327146178,-0.8793294164977389,1.0922182824624742,-0.2980641666845873,-0.9255420263169283,-0.44373848184243053,-0.17269315671053823,-0.338430894176881
CUST_00010,-0.27912677922695134,0.33758503269371093,0.37353956313713627,-0.9197066220691955,-0.9197271212919061,-0.6324599115768155,-0.16732387436653795,-0.9145479220364678,0.2829298176060451,-0.15457905875656666,-0.8009358327146178,-0.8793294164977389,-2.107621168617524,-0.2980641666845873,0.9005297854602755,-1.1429718335859465,-0.17269315671053823,-0.338430894176881
